order_id,unit_price,quantity,discount,whole_cost,discount_cost,customer_id,order_day,order_month,order_year,required_date,shipped_day,shipped_month,shipped_year,ship_via,freight,ship_name,ship_country,ship_address,employee_id,name,last_name,first_name,birth_day,birth_month,birth_year,hire_day,hire_month,hire_year,address,city,region,postal_code,country,employee_phone,emp_address,product_name,supplier_id,category_name,quantity_per_unit,units_in_stock,units_on_order,reorder_level,discontinued,product_in_stock_cost,product_order_cost
10362,5.90,24,0.00,141.6,141.6,METHCAPITALS,11,25,1996,METHDATE,11,28,1996,Speedy_Express,$96.04,Bon app',France,"12, rue des Bouchers Marseille 13008 France",3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Tourtière,25,meat_poultry,16 pies,21,0,10,no,123.9,0
10363,14.40,12,0.00,172.8,172.8,METHCAPITALS,11,26,1996,METHDATE,12,4,1996,Federal_Shipping,$30.54,Drachenblut Delikatessen,Germany,Walserweg 21 Aachen 52066 Germany,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Lakkalikööri,23,beverages,500 ml,57,0,20,no,820.8,0
10364,17.20,5,0.00,86,86,METHCAPITALS,11,26,1996,METHDATE,12,4,1996,Speedy_Express,$71.97,Eastern Connection,UK,35 King George London WX3 6FW UK,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10365,16.80,24,0.00,403.2,403.2,METHCAPITALS,11,27,1996,METHDATE,12,2,1996,United_Package,$22.00,Antonio Moreno Taquería,Mexico,Mataderos  2312 México D.F. 05023 Mexico,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Queso Cabrales,5,dairy_products,1 kg pkg.,22,30,30,no,369.6,504
10366,10.40,5,0.00,52,52,METHCAPITALS,11,28,1996,METHDATE,12,30,1996,United_Package,$10.14,Galería del gastronómo,Spain,"Rambla de Cataluña, 23 Barcelona 8022 Spain",8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Original Frankfurter grüne Soße,12,condiments,12 boxes,32,0,15,no,332.8,0
10367,10.40,7,0.00,72.8,72.8,METHCAPITALS,11,28,1996,METHDATE,12,2,1996,Federal_Shipping,$13.55,Vaffeljernet,Denmark,Smagsløget 45 Århus 8200 Denmark,7,King Robert,King,Robert,5,29,1960,1,2,1994,Winchester Way,London,,RG1 9SP,UK,(71) 555-5598,Winchester Way London  RG1 9SP UK,Original Frankfurter grüne Soße,12,condiments,12 boxes,32,0,15,no,332.8,0
10368,26.60,35,0.10,931,837.9,METHCAPITALS,11,29,1996,METHDATE,12,2,1996,United_Package,$101.95,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Wimmers gute Semmelknödel,12,grains_cereals,20 bags x 4 pieces,22,80,30,no,585.2,2128
10369,30.40,18,0.25,547.2,410.4,METHCAPITALS,12,2,1996,METHDATE,12,9,1996,United_Package,$195.68,Split Rail Beer &amp; Ale,USA,P.O. Box 555 Lander 82520 USA,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Gnocchi di nonna Alice,26,grains_cereals,24 - 250 g pkgs.,21,10,30,no,638.4,304
10370,8.00,20,0.15,160,136,METHCAPITALS,12,3,1996,METHDATE,12,27,1996,United_Package,$1.17,Chop-suey Chinese,Switzerland,Hauptstr. 31 Bern 3012 Switzerland,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Longlife Tofu,4,produce,5 kg pkg.,4,20,5,no,32,160
10371,15.20,6,0.20,91.2,72.96,METHCAPITALS,12,3,1996,METHDATE,12,24,1996,Speedy_Express,$0.45,La maison d'Asie,France,1 rue Alsace-Lorraine Toulouse 31000 France,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Inlagd Sill,17,seafood,24 - 250 g  jars,112,0,20,no,1702.4,0
10372,27.80,42,0.25,1167.6,875.7,METHCAPITALS,12,4,1996,METHDATE,12,9,1996,United_Package,$890.78,Queen Cozinha,Brazil,"Alameda dos Canàrios, 891 São Paulo 05487-020 Brazil",5,Buchanan Steven,Buchanan,Steven,3,4,1955,10,17,1993,14 Garrett Hill,London,,SW1 8JR,UK,(71) 555-4848,14 Garrett Hill London  SW1 8JR UK,Mozzarella di Giovanni,14,dairy_products,24 - 200 g pkgs.,14,0,0,no,389.2,0
10373,17.20,50,0.20,860,688,METHCAPITALS,12,5,1996,METHDATE,12,11,1996,Federal_Shipping,$124.12,Hungry Owl All-Night Grocers,Ireland,8 Johnstown Road Cork  Ireland,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10374,10.60,15,0.00,159,159,METHCAPITALS,12,5,1996,METHDATE,12,9,1996,Federal_Shipping,$3.94,Wolski Zajazd,Poland,ul. Filtrowa 68 Warszawa 01-012 Poland,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Escargots de Bourgogne,27,seafood,24 pieces,62,0,20,no,657.2,0
10375,5.90,10,0.00,59,59,METHCAPITALS,12,6,1996,METHDATE,12,9,1996,United_Package,$20.12,Hungry Coyote Import Store,USA,516 Main St. Elgin 97827 USA,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Tourtière,25,meat_poultry,16 pies,21,0,10,no,123.9,0
10376,10.00,42,0.05,420,399,METHCAPITALS,12,9,1996,METHDATE,12,13,1996,United_Package,$20.39,Mère Paillarde,Canada,43 rue St. Laurent Montréal H1J 1C3 Canada,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Gorgonzola Telino,14,dairy_products,12 - 100 g pkgs,0,70,20,no,0,700
10377,14.40,20,0.15,288,244.8,METHCAPITALS,12,9,1996,METHDATE,12,13,1996,Federal_Shipping,$22.21,Seven Seas Imports,UK,90 Wadhurst Rd. London OX15 4NB UK,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Chartreuse verte,18,beverages,750 cc per bottle,69,0,5,no,993.6,0
10378,17.20,6,0.00,103.2,103.2,METHCAPITALS,12,10,1996,METHDATE,12,19,1996,Federal_Shipping,$5.44,Folk och fä HB,Sweden,Åkergatan 24 Bräcke S-844 67 Sweden,5,Buchanan Steven,Buchanan,Steven,3,4,1955,10,17,1993,14 Garrett Hill,London,,SW1 8JR,UK,(71) 555-4848,14 Garrett Hill London  SW1 8JR UK,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10379,16.80,20,0.10,336,302.4,METHCAPITALS,12,11,1996,METHDATE,12,13,1996,Speedy_Express,$45.03,Que Delícia,Brazil,"Rua da Panificadora, 12 Rio de Janeiro 02389-673 Brazil",2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Louisiana Fiery Hot Pepper Sauce,2,condiments,32 - 8 oz bottles,76,0,0,no,1276.8,0
10380,12.00,30,0.00,360,360,METHCAPITALS,12,12,1996,METHDATE,1,16,1997,Federal_Shipping,$35.03,Hungry Owl All-Night Grocers,Ireland,8 Johnstown Road Cork  Ireland,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Outback Lager,7,beverages,24 - 355 ml bottles,15,10,30,no,180,120
10381,8.00,14,0.00,112,112,METHCAPITALS,12,12,1996,METHDATE,12,13,1996,Federal_Shipping,$7.99,LILA-Supermercado,Venezuela,Carrera 52 con Ave. Bolívar #65-98 Llano Largo Barquisimeto 3508 Venezuela,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Longlife Tofu,4,produce,5 kg pkg.,4,20,5,no,32,160
10382,8.00,50,0.00,400,400,METHCAPITALS,12,13,1996,METHDATE,12,16,1996,Speedy_Express,$94.77,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Longlife Tofu,4,produce,5 kg pkg.,4,20,5,no,32,160
10383,30.40,20,0.00,608,608,METHCAPITALS,12,16,1996,METHDATE,12,18,1996,Federal_Shipping,$34.24,Around the Horn,UK,Stratford St. Mary Colchester CO7 6JX UK,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Gnocchi di nonna Alice,26,grains_cereals,24 - 250 g pkgs.,21,10,30,no,638.4,304
10384,27.20,15,0.00,408,408,METHCAPITALS,12,16,1996,METHDATE,12,20,1996,Federal_Shipping,$168.64,Berglunds snabbköp,Sweden,Berguvsvägen  8 Luleå S-958 22 Sweden,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Camembert Pierrot,28,dairy_products,15 - 300 g rounds,19,0,0,no,516.8,0
10385,10.00,8,0.20,80,64,METHCAPITALS,12,17,1996,METHDATE,12,23,1996,United_Package,$30.96,Split Rail Beer &amp; Ale,USA,P.O. Box 555 Lander 82520 USA,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Scottish Longbreads,8,confections,10 boxes x 8 pieces,6,10,15,no,60,100
10386,11.20,10,0.00,112,112,METHCAPITALS,12,18,1996,METHDATE,12,25,1996,Federal_Shipping,$13.99,Familia Arquibaldo,Brazil,"Rua Orós, 92 São Paulo 05442-030 Brazil",9,Dodsworth Anne,Dodsworth,Anne,7,2,1969,11,15,1994,7 Houndstooth Rd.,London,,WG2 7LT,UK,(71) 555-4444,7 Houndstooth Rd. London  WG2 7LT UK,Sasquatch Ale,16,beverages,24 - 12 oz bottles,111,0,15,no,1243.2,0
10387,17.20,15,0.00,258,258,METHCAPITALS,12,18,1996,METHDATE,12,20,1996,United_Package,$93.63,Santé Gourmet,Norway,Erling Skakkes gate 78 Stavern 4110 Norway,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10388,26.20,40,0.00,1048,1048,METHCAPITALS,12,19,1996,METHDATE,12,20,1996,Speedy_Express,$34.86,Seven Seas Imports,UK,90 Wadhurst Rd. London OX15 4NB UK,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Perth Pasties,24,meat_poultry,48 pieces,0,0,0,yes,0,0
10389,12.00,30,0.00,360,360,METHCAPITALS,12,20,1996,METHDATE,12,24,1996,United_Package,$47.42,Bottom-Dollar Markets,Canada,23 Tsawassen Blvd. Tsawassen T2F 8M4 Canada,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Outback Lager,7,beverages,24 - 355 ml bottles,15,10,30,no,180,120
10390,27.80,24,0.10,667.2,600.48,METHCAPITALS,12,23,1996,METHDATE,12,26,1996,Speedy_Express,$126.38,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Mozzarella di Giovanni,14,dairy_products,24 - 200 g pkgs.,14,0,0,no,389.2,0
10391,4.80,18,0.00,86.4,86.4,METHCAPITALS,12,23,1996,METHDATE,12,31,1996,Federal_Shipping,$5.45,Drachenblut Delikatessen,Germany,Walserweg 21 Aachen 52066 Germany,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Konbu,6,seafood,2 kg box,24,0,5,no,115.2,0
10392,28.80,50,0.00,1440,1440,METHCAPITALS,12,24,1996,METHDATE,1,1,1997,Federal_Shipping,$122.46,Piccolo und mehr,Austria,Geislweg 14 Salzburg 5020 Austria,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Gudbrandsdalsost,15,dairy_products,10 kg pkg.,26,0,15,no,748.8,0
10393,10.00,32,0.00,320,320,METHCAPITALS,12,25,1996,METHDATE,1,3,1997,Federal_Shipping,$126.56,Save-a-lot Markets,USA,187 Suffolk Ln. Boise 83720 USA,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Gorgonzola Telino,14,dairy_products,12 - 100 g pkgs,0,70,20,no,0,700
10394,39.40,10,0.00,394,394,METHCAPITALS,12,25,1996,METHDATE,1,3,1997,Federal_Shipping,$30.34,Hungry Coyote Import Store,USA,516 Main St. Elgin 97827 USA,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Tarte au sucre,29,confections,48 pies,17,0,0,no,669.8,0
10395,28.80,8,0.00,230.4,230.4,METHCAPITALS,12,26,1996,METHDATE,1,3,1997,Speedy_Express,$184.41,HILARIÓN-Abastos,Venezuela,Carrera 22 con Ave. Carlos Soublette #8-35 San Cristóbal 5022 Venezuela,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Gudbrandsdalsost,15,dairy_products,10 kg pkg.,26,0,15,no,748.8,0
10396,27.80,21,0.00,583.8,583.8,METHCAPITALS,12,27,1996,METHDATE,1,6,1997,Federal_Shipping,$135.35,Frankenversand,Germany,Berliner Platz 43 München 80805 Germany,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Mozzarella di Giovanni,14,dairy_products,24 - 200 g pkgs.,14,0,0,no,389.2,0
10397,42.40,18,0.15,763.2,648.72,METHCAPITALS,12,27,1996,METHDATE,1,2,1997,Speedy_Express,$60.26,Princesa Isabel Vinhos,Portugal,Estrada da saúde n. 58 Lisboa 1756 Portugal,5,Buchanan Steven,Buchanan,Steven,3,4,1955,10,17,1993,14 Garrett Hill,London,,SW1 8JR,UK,(71) 555-4848,14 Garrett Hill London  SW1 8JR UK,Manjimup Dried Apples,24,produce,50 - 300 g pkgs.,20,0,10,no,848,0
10398,19.20,120,0.10,2304,2073.6,METHCAPITALS,12,30,1996,METHDATE,1,9,1997,Federal_Shipping,$89.16,Save-a-lot Markets,USA,187 Suffolk Ln. Boise 83720 USA,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Pâté chinois,25,meat_poultry,24 boxes x 2 pies,115,0,20,no,2208,0
10399,10.40,14,0.00,145.6,145.6,METHCAPITALS,12,31,1996,METHDATE,1,8,1997,Federal_Shipping,$27.36,Vaffeljernet,Denmark,Smagsløget 45 Århus 8200 Denmark,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Original Frankfurter grüne Soße,12,condiments,12 boxes,32,0,15,no,332.8,0
10400,16.00,30,0.00,480,480,METHCAPITALS,1,1,1997,METHDATE,1,16,1997,Federal_Shipping,$83.93,Eastern Connection,UK,35 King George London WX3 6FW UK,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Maxilaku,23,confections,24 - 50 g pkgs.,10,60,15,no,160,960
10401,17.20,60,0.00,1032,1032,METHCAPITALS,1,1,1997,METHDATE,1,10,1997,Speedy_Express,$12.51,Rattlesnake Canyon Grocery,USA,2817 Milton Dr. Albuquerque 87110 USA,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10402,35.10,65,0.00,2281.5,2281.5,METHCAPITALS,1,2,1997,METHDATE,1,10,1997,United_Package,$67.88,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Vegie-spread,7,condiments,15 - 625 g jars,24,0,5,no,842.4,0
10403,10.20,70,0.15,714,606.9,METHCAPITALS,1,3,1997,METHDATE,1,9,1997,Federal_Shipping,$73.79,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Chocolade,22,confections,10 pkgs.,15,70,25,no,153,714
10404,16.00,30,0.05,480,456,METHCAPITALS,1,3,1997,METHDATE,1,8,1997,Speedy_Express,$155.97,Magazzini Alimentari Riuniti,Italy,Via Ludovico il Moro 22 Bergamo 24100 Italy,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Maxilaku,23,confections,24 - 50 g pkgs.,10,60,15,no,160,960
10405,8.00,50,0.00,400,400,METHCAPITALS,1,6,1997,METHDATE,1,22,1997,Speedy_Express,$34.82,LINO-Delicateses,Venezuela,Ave. 5 de Mayo Porlamar I. de Margarita 4980 Venezuela,1,Davolio Nancy,Davolio,Nancy,12,8,1968,5,1,1992,Apt. 2A,Seattle,WA,98122,USA,(206) 555-9857,Apt. 2A Seattle WA 98122 USA,Aniseed Syrup,1,condiments,12 - 550 ml bottles,13,70,25,no,104,560
