address_id,address,address2,district,postal_code,phone,city_id,city,country_id,country
77,1947 Poos de Caldas Boulevard,,Chiayi,60951,427454485876,114,Chiayi,92,Taiwan
78,1206 Dos Quebradas Place,,So Paulo,20207,241832790687,431,Rio Claro,15,Brazil
79,1551 Rampur Lane,,Changhwa,72394,251164340471,108,Changhwa,92,Taiwan
80,602 Paarl Street,,Pavlodar,98889,896314772871,402,Pavlodar,51,Kazakstan
81,1692 Ede Loop,,So Paulo,9223,918711376618,30,Araatuba,15,Brazil
82,936 Salzburg Lane,,Uttar Pradesh,96709,875756771675,425,Rae Bareli,44,India
83,586 Tete Way,,Kanagawa,1079,18581624103,256,Kamakura,50,Japan
84,1888 Kabul Drive,,Oyo & Osun,20936,701457319790,217,Ife,69,Nigeria
85,320 Baiyin Parkway,,Mahajanga,37307,223664661973,319,Mahajanga,57,Madagascar
86,927 Baha Blanca Parkway,,Krim,9495,821972242086,479,Simferopol,100,Ukraine
87,929 Tallahassee Loop,,Gauteng,74671,800716535041,497,Springs,85,South Africa
88,125 Citt del Vaticano Boulevard,,Puebla,67912,48417642933,40,Atlixco,60,Mexico
89,1557 Ktahya Boulevard,,England,88002,720998247660,88,Bradford,102,United Kingdom
90,870 Ashqelon Loop,,Songkhla,84931,135117278909,489,Songkhla,94,Thailand
91,1740 Portoviejo Avenue,,Sucre,29932,198123170793,480,Sincelejo,24,Colombia
92,1942 Ciparay Parkway,,Cheju,82624,978987363654,113,Cheju,86,South Korea
93,1926 El Alto Avenue,,Buenos Aires,75543,846225459260,289,La Plata,6,Argentina
94,1952 Chatsworth Drive,,Guangdong,25958,991562402283,332,Meixian,23,China
95,1370 Le Mans Avenue,,Brunei and Muara,52163,345679835036,53,Bandar Seri Begawan,16,Brunei
96,984 Effon-Alaiye Avenue,,Gois,17119,132986892228,183,Goinia,15,Brazil
97,832 Nakhon Sawan Manor,,Inner Mongolia,49021,275595571388,592,Zalantun,23,China
98,152 Kitwe Parkway,,Caraga,53182,835433605312,82,Bislig,75,Philippines
99,1697 Tanauan Lane,,Punjab,22870,4764773857,399,Pathankot,44,India
100,1308 Arecibo Way,,Georgia,30695,6171054059,41,Augusta-Richmond County,103,United States
101,1599 Plock Drive,,Tete,71986,817248913162,534,Tete,63,Mozambique
102,669 Firozabad Loop,,Abu Dhabi,92265,412903167998,12,al-Ayn,101,United Arab Emirates
103,588 Vila Velha Manor,,Kyongsangbuk,51540,333339908719,268,Kimchon,86,South Korea
104,1913 Kamakura Place,,Lipetsk,97287,942570536750,238,Jelets,80,Russian Federation
105,733 Mandaluyong Place,,Asir,77459,196568435814,2,Abha,82,Saudi Arabia
106,659 Vaduz Drive,,Ha Darom,49708,709935135487,34,Ashdod,48,Israel
107,1177 Jelets Way,,Kwara & Kogi,3305,484292626944,220,Ilorin,69,Nigeria
108,1386 Yangor Avenue,,Provence-Alpes-Cte,80720,449216226468,543,Toulon,34,France
109,454 Nakhon Sawan Boulevard,,Funafuti,76383,963887147572,173,Funafuti,99,Tuvalu
110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,78311,547003310357,225,Ivanovo,80,Russian Federation
111,1532 Dzerzinsk Way,,Buenos Aires,9599,330838016880,334,Merlo,6,Argentina
112,1002 Ahmadnagar Manor,,Mxico,93026,371490777743,213,Huixquilucan,60,Mexico
113,682 Junan Way,,North West,30418,622255216127,273,Klerksdorp,85,South Africa
114,804 Elista Drive,,Hubei,61069,379804592943,159,Enshi,23,China
115,1378 Alvorada Avenue,,Distrito Federal,75834,272234298332,102,Caracas,104,Venezuela
116,793 Cam Ranh Avenue,,California,87057,824370924746,292,Lancaster,103,United States
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,10885,358178933857,132,Cuman,104,Venezuela
118,442 Rae Bareli Place,,Nordrhein-Westfalen,24321,886636413768,148,Duisburg,38,Germany
119,1107 Nakhon Sawan Avenue,,Mxico,75149,867546627903,365,Nezahualcyotl,60,Mexico
120,544 Malm Parkway,,Central Java,63502,386759646229,403,Pemalang,45,Indonesia
121,1967 Sincelejo Place,,Gujarat,73644,577812616052,176,Gandhinagar,44,India
122,333 Goinia Way,,Texas,78625,909029256431,185,Grand Prairie,103,United States
123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,96065,787654415858,476,Shubra al-Khayma,29,Egypt
124,241 Mosul Lane,,Risaralda,76157,765345144779,147,Dos Quebradas,24,Colombia
125,211 Chiayi Drive,,Uttar Pradesh,58186,665993880048,164,Etawah,44,India
126,1175 Tanauan Way,,Lima,64615,937222955822,305,Lima,74,Peru
127,117 Boa Vista Way,,Uttar Pradesh,6804,677976133614,566,Varanasi (Benares),44,India
128,848 Tafuna Manor,,Ktahya,45142,614935229095,281,Ktahya,97,Turkey
129,569 Baicheng Lane,,Gauteng,60304,490211944645,85,Boksburg,85,South Africa
130,1666 Qomsheh Drive,,So Paulo,66255,582835362905,410,Po,15,Brazil
131,801 Hagonoy Drive,,Smolensk,8439,237426099212,484,Smolensk,80,Russian Federation
132,1050 Garden Grove Avenue,,Slaskie,4999,973047364353,236,Jastrzebie-Zdrj,76,Poland
133,1854 Tieli Street,,Shandong,15819,509492324775,302,Liaocheng,23,China
134,758 Junan Lane,,Gois,82639,935448624185,190,guas Lindas de Gois,15,Brazil
135,1752 So Leopoldo Parkway,,Taka-Karpatia,14014,252265130067,345,Mukateve,100,Ukraine
136,898 Belm Manor,,Free State,49757,707169393853,87,Botshabelo,85,South Africa
137,261 Saint Louis Way,,Coahuila de Zaragoza,83401,321944036800,541,Torren,60,Mexico
138,765 Southampton Drive,,al-Qalyubiya,4285,23712411567,421,Qalyub,29,Egypt
139,943 Johannesburg Avenue,,Maharashtra,5892,90921003005,417,Pune,44,India
140,788 Atinsk Street,,Karnataka,81691,146497509724,211,Hubli-Dharwad,44,India
141,1749 Daxian Place,,Gelderland,11044,963369996279,29,Apeldoorn,67,Netherlands
142,1587 Sullana Lane,,Inner Mongolia,85769,468060467018,207,Hohhot,23,China
143,1029 Dzerzinsk Manor,,Ynlin,57519,33173584456,542,Touliu,92,Taiwan
144,1666 Beni-Mellal Place,,Tennessee,13377,9099941466,123,Clarksville,103,United States
145,928 Jaffna Loop,,Hiroshima,93762,581852137991,172,Fukuyama,50,Japan
146,483 Ljubertsy Parkway,,Scotland,60562,581174211853,149,Dundee,102,United Kingdom
147,374 Bat Yam Boulevard,,Kilis,97700,923261616249,266,Kilis,97,Turkey
148,1027 Songkhla Manor,,Minsk,30861,563660187896,340,Molodetno,13,Belarus
149,999 Sanaa Loop,,Gauteng,3439,918032330119,491,Soshanguve,85,South Africa
150,879 Newcastle Way,,Michigan,90732,206841104594,499,Sterling Heights,103,United States
151,1337 Lincoln Parkway,,Saitama,99457,597815221267,555,Urawa,50,Japan
152,1952 Pune Lane,,Saint-Denis,92150,354615066969,442,Saint-Denis,79,Runion
153,782 Mosul Street,,Massachusetts,25545,885899703621,94,Brockton,103,United States
154,781 Shimonoseki Drive,,Michoacn de Ocampo,95444,632316273199,202,Hidalgo,60,Mexico
155,1560 Jelets Boulevard,,Shandong,77777,189446090264,291,Laiwu,23,China
156,1963 Moscow Place,,Assam,64863,761379480249,354,Nagaon,44,India
157,456 Escobar Way,,Jakarta Raya,36061,719202533520,232,Jakarta,45,Indonesia
158,798 Cianjur Avenue,,Shanxi,76990,499408708580,590,Yuncheng,23,China
159,185 Novi Sad Place,,Bern,41778,904253967161,72,Bern,91,Switzerland
160,1367 Yantai Manor,,Ondo & Ekiti,21294,889538496300,381,Ondo,69,Nigeria
161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,53502,368899174225,420,Pyongyang,70,North Korea
162,369 Papeete Way,,North Carolina,66639,170117068815,187,Greensboro,103,United States
163,1440 Compton Place,,North Austria,81037,931059836497,307,Linz,9,Austria
164,1623 Baha Blanca Manor,,Moskova,81511,149981248346,310,Ljubertsy,80,Russian Federation
165,97 Shimoga Avenue,,Tel Aviv,44660,177167004331,533,Tel Aviv-Jaffa,48,Israel
166,1740 Le Mans Loop,,Pays de la Loire,22853,168476538960,297,Le Mans,34,France
167,1287 Xiangfan Boulevard,,Gifu,57844,819416131190,253,Kakamigahara,50,Japan
168,842 Salzburg Lane,,Adana,3313,697151428760,529,Tarsus,97,Turkey
169,154 Tallahassee Loop,,Xinxiang,62250,935508855935,199,Hami,23,China
170,710 San Felipe del Progreso Avenue,,Lilongwe,76901,843801144113,304,Lilongwe,58,Malawi
171,1540 Wroclaw Drive,,Maharashtra,62686,182363341674,107,Chandrapur,44,India
172,475 Atinsk Way,,Gansu,59571,201705577290,240,Jinchang,23,China
173,1294 Firozabad Drive,,Jiangxi,70618,161801569569,407,Pingxiang,23,China
174,1877 Ezhou Lane,,Rajasthan,63337,264541743403,550,Udaipur,44,India
175,316 Uruapan Street,,Perak,58194,275788967899,223,Ipoh,59,Malaysia
176,29 Pyongyang Loop,,Batman,47753,734780743462,58,Batman,97,Turkey
177,1010 Klerksdorp Way,,Steiermark,6802,493008546874,186,Graz,9,Austria
178,1848 Salala Boulevard,,Miranda,25220,48265851133,373,Ocumare del Tuy,104,Venezuela
179,431 Xiangtan Avenue,,Kerala,4854,230250973122,18,Allappuzha (Alleppey),44,India
180,757 Rustenburg Avenue,,Skikda,89668,506134035434,483,Skikda,2,Algeria
181,146 Johannesburg Way,,Tamaulipas,54132,953689007081,330,Matamoros,60,Mexico
182,1891 Rizhao Boulevard,,So Paulo,47288,391065549876,456,Santa Brbara dOeste,15,Brazil
183,1089 Iwatsuki Avenue,,Kirov,35109,866092335135,270,Kirovo-Tepetsk,80,Russian Federation
184,1410 Benin City Parkway,,Risaralda,29747,104150372603,405,Pereira,24,Colombia
185,682 Garden Grove Place,,Tennessee,67497,72136330362,333,Memphis,103,United States
186,533 al-Ayn Boulevard,,California,8862,662227486184,126,Compton,103,United States
187,1839 Szkesfehrvr Parkway,,Gois,55709,947468818183,317,Luzinia,15,Brazil
188,741 Ambattur Manor,,Noord-Brabant,43310,302590383819,438,s-Hertogenbosch,67,Netherlands
189,927 Barcelona Street,,Chaharmahal va Bakht,65121,951486492670,467,Shahr-e Kord,46,Iran
190,435 0 Way,,West Bengali,74750,760171523969,195,Haldia,44,India
191,140 Chiayi Parkway,,Sumy,38982,855863906434,506,Sumy,100,Ukraine
192,1166 Changhwa Street,,Caraga,58852,650752094490,62,Bayugan,75,Philippines
193,891 Novi Sad Manor,,Ontario,5379,247646995453,383,Oshawa,20,Canada
194,605 Rio Claro Parkway,,Tabora,49348,352469351088,513,Tabora,93,Tanzania
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,65387,812824036424,369,Novoterkassk,80,Russian Federation
196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,90845,956188728558,169,Firozabad,44,India
197,447 Surakarta Loop,,Nyanza,10428,940830176580,271,Kisumu,52,Kenya
198,345 Oshawa Boulevard,,Tokyo-to,32114,104491201771,204,Hino,50,Japan
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,15540,419419591240,477,Siegen,38,Germany
200,1074 Binzhou Manor,,Baden-Wrttemberg,36490,331132568928,325,Mannheim,38,Germany
201,817 Bradford Loop,,Jiangsu,89459,264286442804,109,Changzhou,23,China
202,955 Bamenda Way,,Ondo & Ekiti,1545,768481779568,218,Ikerre,69,Nigeria
203,1149 A Corua (La Corua) Boulevard,,Haiphong,95824,470884141195,194,Haiphong,105,Vietnam
204,387 Mwene-Ditu Drive,,Ahal,8073,764477681869,35,Ashgabat,98,Turkmenistan
205,68 Molodetno Manor,,Nordrhein-Westfalen,4662,146640639760,575,Witten,38,Germany
206,642 Nador Drive,,Maharashtra,3924,369050085652,77,Bhusawal,44,India
207,1688 Nador Lane,,Sulawesi Utara,61613,652218196731,184,Gorontalo,45,Indonesia
208,1215 Pyongyang Parkway,,Usak,25238,646237101779,557,Usak,97,Turkey
209,1679 Antofagasta Street,,Alto Paran,86599,905903574913,122,Ciudad del Este,73,Paraguay
210,1304 s-Hertogenbosch Way,,Santa Catarina,10925,90336226227,83,Blumenau,15,Brazil
211,850 Salala Loop,,Kitaa,10800,403404780639,371,Nuuk,40,Greenland
212,624 Oshawa Boulevard,,West Bengali,89959,49677664184,51,Balurghat,44,India
213,43 Dadu Avenue,,Rajasthan,4855,95666951770,74,Bhilwara,44,India
214,751 Lima Loop,,Aden,99405,756460337785,7,Aden,107,Yemen
215,1333 Haldia Street,,Jilin,82161,408304391718,174,Fuyu,23,China
216,660 Jedda Boulevard,,Washington,25053,168758068397,65,Bellevue,103,United States
217,1001 Miyakonojo Lane,,Taizz,67924,584316724815,518,Taizz,107,Yemen
218,226 Brest Manor,,California,2299,785881412500,508,Sunnyvale,103,United States
219,1229 Valencia Parkway,,Haskovo,99124,352679173732,498,Stara Zagora,17,Bulgaria
220,1201 Qomsheh Manor,,Gois,21464,873492228462,28,Aparecida de Goinia,15,Brazil
221,866 Shivapuri Manor,,Uttar Pradesh,22474,778502731092,448,Sambhal,44,India
222,1168 Najafabad Parkway,,Kabol,40301,886649065861,251,Kabul,1,Afghanistan
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,20657,991802825778,567,Vicente Lpez,6,Argentina
224,1842 Luzinia Boulevard,,Zanzibar West,94420,706878974831,593,Zanzibar,93,Tanzania
225,1926 Gingoog Street,,Sisilia,22824,469738825391,511,Syrakusa,49,Italy
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,73431,516331171356,235,Jaroslavl,80,Russian Federation
227,1820 Maring Parkway,,Punjab,88307,99760893676,324,Mandi Bahauddin,72,Pakistan
228,60 Poos de Caldas Street,,Rajasthan,82338,963063788669,243,Jodhpur,44,India
229,1014 Loja Manor,,Tamil Nadu,66851,460795526514,22,Ambattur,44,India
230,201 Effon-Alaiye Way,,Asuncin,64344,684192903087,37,Asuncin,73,Paraguay
231,430 Alessandria Loop,,Saarland,47446,669828224459,439,Saarbrcken,38,Germany
232,754 Valencia Place,,Phnom Penh,87911,594319417514,406,Phnom Penh,18,Cambodia
233,356 Olomouc Manor,,Gois,93323,22326410776,26,Anpolis,15,Brazil
234,1256 Bislig Boulevard,,Botosani,50598,479007229460,86,Botosani,78,Romania
235,954 Kimchon Place,,West Bengali,42420,541327526474,559,Uttarpara-Kotrung,44,India
236,885 Yingkou Manor,,Kaduna,31390,588964509072,596,Zaria,69,Nigeria
237,1736 Cavite Place,,Qina,98775,431770603551,216,Idfu,29,Egypt
238,346 Skikda Parkway,,Hawalli,90628,630424482919,233,Jalib al-Shuyukh,53,Kuwait
239,98 Stara Zagora Boulevard,,Valle,76448,610173756082,96,Buenaventura,24,Colombia
240,1479 Rustenburg Boulevard,,Southern Tagalog,18727,727785483194,527,Tanza,75,Philippines
241,647 A Corua (La Corua) Street,,Chollanam,36971,792557457753,357,Naju,86,South Korea
242,1964 Gijn Manor,,Karnataka,14408,918119601885,473,Shimoga,44,India
243,47 Syktyvkar Lane,,West Java,22236,63937119031,118,Ciomas,45,Indonesia
244,1148 Saarbrcken Parkway,,Fukushima,1921,137773001988,226,Iwaki,50,Japan
245,1103 Bilbays Parkway,,Hubei,87660,279979529227,578,Xiangfan,23,China
246,1246 Boksburg Parkway,,Hebei,28349,890283544295,422,Qinhuangdao,23,China
247,1483 Pathankot Street,,Tucumn,37288,686015532180,454,San Miguel de Tucumn,6,Argentina
248,582 Papeete Loop,,Central Visayas,27722,569868543137,294,Lapu-Lapu,75,Philippines
249,300 Junan Street,,Kyonggi,81314,890289150158,553,Uijongbu,86,South Korea
250,829 Grand Prairie Way,,Paran,6461,741070712873,328,Maring,15,Brazil
251,1473 Changhwa Parkway,,Mxico,75933,266798132374,124,Coacalco de Berriozbal,60,Mexico
252,1309 Weifang Street,,Florida,57338,435785045362,520,Tallahassee,103,United States
253,1760 Oshawa Manor,,Tianjin,38140,56257502250,535,Tianjin,23,China
254,786 Stara Zagora Way,,Oyo & Osun,98332,716256596301,390,Oyo,69,Nigeria
255,1966 Tonghae Street,,Anhalt Sachsen,36481,567359279425,198,Halle/Saale,38,Germany
256,1497 Yuzhou Drive,,England,3433,246810237916,312,London,102,United Kingdom
258,752 Ondo Loop,,Miyazaki,32474,134673576619,338,Miyakonojo,50,Japan
259,1338 Zalantun Lane,,Minas Gerais,45403,840522972766,413,Poos de Caldas,15,Brazil
260,127 Iwakuni Boulevard,,Central Luzon,20777,987442542471,192,Hagonoy,75,Philippines
261,51 Laredo Avenue,,Sagaing,68146,884536620568,342,Monywa,64,Myanmar
262,771 Yaound Manor,,Sofala,86768,245477603573,64,Beira,63,Mozambique
263,532 Toulon Street,,Santiago,69517,46871694740,460,Santiago de los Caballeros,27,Dominican Republic
264,1027 Banjul Place,,West Bengali,50390,538241037443,197,Halisahar,44,India
265,1158 Mandi Bahauddin Parkway,,Shanxi,98484,276555730211,136,Datong,23,China
266,862 Xintai Lane,,Cagayan Valley,30065,265153400632,548,Tuguegarao,75,Philippines
267,816 Cayenne Parkway,,Manab,93629,282874611748,414,Portoviejo,28,Ecuador
268,1831 Nam Dinh Loop,,National Capital Reg,51990,322888976727,323,Mandaluyong,75,Philippines
269,446 Kirovo-Tepetsk Lane,,Osaka,19428,303967439816,203,Higashiosaka,50,Japan
270,682 Halisahar Place,,Severn Morava,20536,475553436330,378,Olomouc,26,Czech Republic
271,1587 Loja Manor,,Salzburg,5410,621625204422,447,Salzburg,9,Austria
272,1762 Paarl Parkway,,Hunan,53928,192459639410,298,Lengshuijiang,23,China
273,1519 Ilorin Place,,Kerala,49298,357445645426,395,Palghat (Palakkad),44,India
274,920 Kumbakonam Loop,,California,75090,685010736240,446,Salinas,103,United States
275,906 Goinia Way,,Wielkopolskie,83565,701767622697,255,Kalisz,76,Poland
276,1675 Xiangfan Manor,,Tamil Nadu,11763,271149517630,283,Kumbakonam,44,India
277,85 San Felipe de Puerto Plata Drive,,Shandong,46063,170739645687,584,Yantai,23,China
278,144 South Hill Loop,,Guanajuato,2012,45387294817,445,Salamanca,60,Mexico
279,1884 Shikarpur Avenue,,Haryana,85548,959949395183,263,Karnal,44,India
280,1980 Kamjanets-Podilskyi Street,,Illinois,89502,874337098891,404,Peoria,103,United States
281,1944 Bamenda Way,,Michigan,24645,75975221996,573,Warren,103,United States
282,556 Baybay Manor,,Oyo & Osun,55802,363982224739,374,Ogbomosho,69,Nigeria
283,457 Tongliao Loop,,Bursa,56254,880756161823,222,Inegl,97,Turkey
284,600 Bradford Street,,East Azerbaidzan,96204,117592274996,514,Tabriz,46,Iran
285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,36229,85059738746,389,Owo,69,Nigeria
286,1308 Sumy Loop,,Fujian,30657,583021225407,175,Fuzhou,23,China
287,1405 Chisinau Place,,Ponce,8160,62781725285,411,Ponce,77,Puerto Rico
288,226 Halifax Street,,Xinxiang,58492,790651020929,277,Korla,23,China
289,1279 Udine Parkway,,Edo & Delta,75860,195003555232,69,Benin City,69,Nigeria
290,1336 Benin City Drive,,Shiga,46044,341242939532,386,Otsu,50,Japan
291,1155 Liaocheng Place,,Oyo & Osun,22650,558236142492,152,Effon-Alaiye,69,Nigeria
292,1993 Tabuk Lane,,Tamil Nadu,64221,648482415405,522,Tambaram,44,India
293,86 Higashiosaka Lane,,Guanajuato,33768,957128697225,563,Valle de Santiago,60,Mexico
294,1912 Allende Manor,,Kowloon and New Kowl,58124,172262454487,279,Kowloon and New Kowloon,42,Hong Kong
295,544 Tarsus Boulevard,,Gurico,53145,892523334,562,Valle de la Pascua,104,Venezuela
296,1936 Cuman Avenue,,Virginia,61195,976798660411,433,Roanoke,103,United States
297,1192 Tongliao Street,,Sharja,19065,350970907017,470,Sharja,101,United Arab Emirates
298,44 Najafabad Way,,Baskimaa,61391,96604821070,146,Donostia-San Sebastin,87,Spain
299,32 Pudukkottai Lane,,Ohio,38834,967274728547,140,Dayton,103,United States
300,661 Chisinau Lane,,Pietari,8856,816436065431,274,Kolpino,80,Russian Federation
301,951 Stara Zagora Manor,,Punjab,98573,429925609431,400,Patiala,44,India
302,922 Vila Velha Loop,,Maharashtra,4085,510737228015,9,Ahmadnagar,44,India
303,898 Jining Lane,,Pohjois-Pohjanmaa,40070,161643343536,387,Oulu,33,Finland
304,1635 Kuwana Boulevard,,Hiroshima,52137,710603868323,205,Hiroshima,50,Japan
305,41 El Alto Parkway,,Maharashtra,56883,51917807050,398,Parbhani,44,India
306,1883 Maikop Lane,,Kaliningrad,68469,96110042435,254,Kaliningrad,80,Russian Federation
307,1908 Gaziantep Place,,Liaoning,58979,108053751300,536,Tiefa,23,China
308,687 Alessandria Parkway,,Sanaa,57587,407218522294,455,Sanaa,107,Yemen
309,827 Yuncheng Drive,,Callao,79047,504434452842,99,Callao,74,Peru
310,913 Coacalco de Berriozbal Loop,,Texas,42141,262088367001,33,Arlington,103,United States
311,715 So Bernardo do Campo Lane,,Kedah,84804,181179321332,507,Sungai Petani,59,Malaysia
312,1354 Siegen Street,,Rio de Janeiro,80184,573441801529,25,Angra dos Reis,15,Brazil
